ts,date,jcd,rno,combo,odds
2026-09-20 14:02:38,20260920,17,8,2-6-5,1172.0
2026-09-20 14:02:38,20260920,17,8,3-1-2,26.8
2026-09-20 14:02:38,20260920,17,8,3-1-4,13.8
2026-09-20 14:02:38,20260920,17,8,3-1-5,103.2
2026-09-20 14:02:38,20260920,17,8,3-1-6,132.1
2026-09-20 14:02:38,20260920,17,8,3-2-1,49.5
2026-09-20 14:02:38,20260920,17,8,3-2-4,42.9
2026-09-20 14:02:38,20260920,17,8,3-2-5,183.7
2026-09-20 14:02:38,20260920,17,8,3-2-6,261.1
2026-09-20 14:02:38,20260920,17,8,3-4-1,16.1
2026-09-20 14:02:38,20260920,17,8,3-4-2,27.9
2026-09-20 14:02:38,20260920,17,8,3-4-5,87.2
2026-09-20 14:02:38,20260920,17,8,3-4-6,92.8
2026-09-20 14:02:38,20260920,17,8,3-5-1,346.7
2026-09-20 14:02:38,20260920,17,8,3-5-2,262.2
2026-09-20 14:02:38,20260920,17,8,3-5-4,298.6
2026-09-20 14:02:38,20260920,17,8,3-5-6,533.0
2026-09-20 14:02:38,20260920,17,8,3-6-1,444.8
2026-09-20 14:02:38,20260920,17,8,3-6-2,460.7
2026-09-20 14:02:38,20260920,17,8,3-6-4,383.9
2026-09-20 14:02:38,20260920,17,8,3-6-5,733.0
2026-09-20 14:02:38,20260920,17,8,4-1-2,26.6
2026-09-20 14:02:38,20260920,17,8,4-1-3,15.8
2026-09-20 14:02:38,20260920,17,8,4-1-5,103.5
2026-09-20 14:02:38,20260920,17,8,4-1-6,133.5
2026-09-20 14:02:38,20260920,17,8,4-2-1,48.1
2026-09-20 14:02:38,20260920,17,8,4-2-3,45.1
2026-09-20 14:02:38,20260920,17,8,4-2-5,248.0
2026-09-20 14:02:38,20260920,17,8,4-2-6,206.7
2026-09-20 14:02:38,20260920,17,8,4-3-1,21.0
2026-09-20 14:02:38,20260920,17,8,4-3-2,37.2
2026-09-20 14:02:38,20260920,17,8,4-3-5,126.7
2026-09-20 14:02:38,20260920,17,8,4-3-6,131.6
2026-09-20 14:02:38,20260920,17,8,4-5-1,272.1
2026-09-20 14:02:38,20260920,17,8,4-5-2,424.3
2026-09-20 14:02:38,20260920,17,8,4-5-3,284.1
2026-09-20 14:02:38,20260920,17,8,4-5-6,370.7
2026-09-20 14:02:38,20260920,17,8,4-6-1,330.7
2026-09-20 14:02:38,20260920,17,8,4-6-2,383.9
2026-09-20 14:02:38,20260920,17,8,4-6-3,332.4
2026-09-20 14:02:38,20260920,17,8,4-6-5,533.0
2026-09-20 14:02:38,20260920,17,8,5-1-2,560.9
2026-09-20 14:02:38,20260920,17,8,5-1-3,608.5
2026-09-20 14:02:38,20260920,17,8,5-1-4,447.9
2026-09-20 14:02:38,20260920,17,8,5-1-6,895.8
2026-09-20 14:02:38,20260920,17,8,5-2-1,645.0
2026-09-20 14:02:38,20260920,17,8,5-2-3,447.9
2026-09-20 14:02:38,20260920,17,8,5-2-4,777.1
2026-09-20 14:02:38,20260920,17,8,5-2-6,895.8
2026-09-20 14:02:38,20260920,17,8,5-3-1,686.2
2026-09-20 14:02:38,20260920,17,8,5-3-2,533.0
2026-09-20 14:02:38,20260920,17,8,5-3-4,708.8
2026-09-20 14:02:38,20260920,17,8,5-3-6,1290.0
2026-09-20 14:02:38,20260920,17,8,5-4-1,708.8
2026-09-20 14:02:38,20260920,17,8,5-4-2,977.3
2026-09-20 14:02:38,20260920,17,8,5-4-3,716.7
2026-09-20 14:02:38,20260920,17,8,5-4-6,1040.0
2026-09-20 14:02:38,20260920,17,8,5-6-1,1500.0
2026-09-20 14:02:38,20260920,17,8,5-6-2,1075.0
2026-09-20 14:02:38,20260920,17,8,5-6-3,1290.0
2026-09-20 14:02:38,20260920,17,8,5-6-4,921.4
2026-09-20 14:02:38,20260920,17,8,6-1-2,724.7
2026-09-20 14:02:38,20260920,17,8,6-1-3,816.5
2026-09-20 14:02:38,20260920,17,8,6-1-4,883.6
2026-09-20 14:02:38,20260920,17,8,6-1-5,1573.0
2026-09-20 14:02:38,20260920,17,8,6-2-1,1131.0
2026-09-20 14:02:38,20260920,17,8,6-2-3,992.3
2026-09-20 14:02:38,20260920,17,8,6-2-4,750.0
2026-09-20 14:02:38,20260920,17,8,6-2-5,1897.0
2026-09-20 14:02:38,20260920,17,8,6-3-1,895.8
2026-09-20 14:02:38,20260920,17,8,6-3-2,977.3
2026-09-20 14:02:38,20260920,17,8,6-3-4,962.7
2026-09-20 14:02:38,20260920,17,8,6-3-5,2080.0
2026-09-20 14:02:38,20260920,17,8,6-4-1,992.3
2026-09-20 14:02:38,20260920,17,8,6-4-2,860.0
2026-09-20 14:02:38,20260920,17,8,6-4-3,1151.0
2026-09-20 14:02:38,20260920,17,8,6-4-5,1697.0
2026-09-20 14:02:38,20260920,17,8,6-5-1,1697.0
2026-09-20 14:02:38,20260920,17,8,6-5-2,1743.0
2026-09-20 14:02:38,20260920,17,8,6-5-3,1697.0
2026-09-20 14:02:38,20260920,17,8,6-5-4,1372.0
2026-09-20 14:05:18,20260920,2,8,1-2-3,11.1
2026-09-20 14:05:18,20260920,2,8,1-2-4,37.8
2026-09-20 14:05:18,20260920,2,8,1-2-5,18.8
2026-09-20 14:05:18,20260920,2,8,1-2-6,17.8
2026-09-20 14:05:18,20260920,2,8,1-3-2,26.2
2026-09-20 14:05:18,20260920,2,8,1-3-4,115.2
2026-09-20 14:05:18,20260920,2,8,1-3-5,58.7
2026-09-20 14:05:18,20260920,2,8,1-3-6,61.9
2026-09-20 14:05:18,20260920,2,8,1-4-2,88.5
2026-09-20 14:05:18,20260920,2,8,1-4-3,212.7
2026-09-20 14:05:18,20260920,2,8,1-4-5,210.0
2026-09-20 14:05:18,20260920,2,8,1-4-6,203.6
2026-09-20 14:05:18,20260920,2,8,1-5-2,54.4
2026-09-20 14:05:18,20260920,2,8,1-5-3,98.4
2026-09-20 14:05:18,20260920,2,8,1-5-4,230.5
2026-09-20 14:05:18,20260920,2,8,1-5-6,130.1
2026-09-20 14:05:18,20260920,2,8,1-6-2,50.5
2026-09-20 14:05:18,20260920,2,8,1-6-3,131.7
2026-09-20 14:05:18,20260920,2,8,1-6-4,233.7
2026-09-20 14:05:18,20260920,2,8,1-6-5,161.9
2026-09-20 14:05:18,20260920,2,8,2-1-3,12.9
2026-09-20 14:05:18,20260920,2,8,2-1-4,41.5
2026-09-20 14:05:18,20260920,2,8,2-1-5,17.2
2026-09-20 14:05:18,20260920,2,8,2-1-6,20.0
2026-09-20 14:05:18,20260920,2,8,2-3-1,23.5
2026-09-20 14:05:18,20260920,2,8,2-3-4,64.3
2026-09-20 14:05:18,20260920,2,8,2-3-5,32.7
2026-09-20 14:05:18,20260920,2,8,2-3-6,41.0
2026-09-20 14:05:18,20260920,2,8,2-4-1,99.3
2026-09-20 14:05:18,20260920,2,8,2-4-3,107.4
2026-09-20 14:05:18,20260920,2,8,2-4-5,106.7
2026-09-20 14:05:18,20260920,2,8,2-4-6,118.1
2026-09-20 14:05:18,20260920,2,8,2-5-1,41.0
2026-09-20 14:05:18,20260920,2,8,2-5-3,51.7
2026-09-20 14:05:18,20260920,2,8,2-5-4,130.6
2026-09-20 14:05:18,20260920,2,8,2-5-6,69.4
2026-09-20 14:05:18,20260920,2,8,2-6-1,55.5
2026-09-20 14:05:18,20260920,2,8,2-6-3,84.2
2026-09-20 14:05:18,20260920,2,8,2-6-4,242.2
2026-09-20 14:05:18,20260920,2,8,2-6-5,97.6
2026-09-20 14:05:18,20260920,2,8,3-1-2,42.2
2026-09-20 14:05:18,20260920,2,8,3-1-4,148.1
2026-09-20 14:05:18,20260920,2,8,3-1-5,73.1
2026-09-20 14:05:18,20260920,2,8,3-1-6,99.3
2026-09-20 14:05:18,20260920,2,8,3-2-1,41.0
2026-09-20 14:05:18,20260920,2,8,3-2-4,69.1
2026-09-20 14:05:18,20260920,2,8,3-2-5,47.6
2026-09-20 14:05:18,20260920,2,8,3-2-6,73.9
2026-09-20 14:05:18,20260920,2,8,3-4-1,245.8
2026-09-20 14:05:18,20260920,2,8,3-4-2,114.8
2026-09-20 14:05:18,20260920,2,8,3-4-5,207.4
2026-09-20 14:05:18,20260920,2,8,3-4-6,235.4
2026-09-20 14:05:18,20260920,2,8,3-5-1,124.3
2026-09-20 14:05:18,20260920,2,8,3-5-2,78.2
2026-09-20 14:05:18,20260920,2,8,3-5-4,186.4
2026-09-20 14:05:18,20260920,2,8,3-5-6,155.1
2026-09-20 14:05:18,20260920,2,8,3-6-1,198.7
2026-09-20 14:05:18,20260920,2,8,3-6-2,142.4
2026-09-20 14:05:18,20260920,2,8,3-6-4,331.9
2026-09-20 14:05:18,20260920,2,8,3-6-5,272.0
2026-09-20 14:05:18,20260920,2,8,4-1-2,171.9
2026-09-20 14:05:18,20260920,2,8,4-1-3,353.1
2026-09-20 14:05:18,20260920,2,8,4-1-5,206.1
2026-09-20 14:05:18,20260920,2,8,4-1-6,304.5
2026-09-20 14:05:18,20260920,2,8,4-2-1,139.4
2026-09-20 14:05:18,20260920,2,8,4-2-3,149.5
2026-09-20 14:05:18,20260920,2,8,4-2-5,144.3
2026-09-20 14:05:18,20260920,2,8,4-2-6,238.8
2026-09-20 14:05:18,20260920,2,8,4-3-1,404.7
2026-09-20 14:05:18,20260920,2,8,4-3-2,176.5
2026-09-20 14:05:18,20260920,2,8,4-3-5,368.8
2026-09-20 14:05:18,20260920,2,8,4-3-6,395.1
2026-09-20 14:05:18,20260920,2,8,4-5-1,218.3
2026-09-20 14:05:18,20260920,2,8,4-5-2,164.3
2026-09-20 14:05:18,20260920,2,8,4-5-3,278.9
2026-09-20 14:05:18,20260920,2,8,4-5-6,212.7
2026-09-20 14:05:18,20260920,2,8,4-6-1,448.5
2026-09-20 14:05:18,20260920,2,8,4-6-2,360.7
2026-09-20 14:05:18,20260920,2,8,4-6-3,436.7
2026-09-20 14:05:18,20260920,2,8,4-6-5,535.3
2026-09-20 14:05:18,20260920,2,8,5-1-2,79.7
2026-09-20 14:05:18,20260920,2,8,5-1-3,168.4
2026-09-20 14:05:18,20260920,2,8,5-1-4,237.0
2026-09-20 14:05:18,20260920,2,8,5-1-6,172.8
2026-09-20 14:05:18,20260920,2,8,5-2-1,77.9
2026-09-20 14:05:18,20260920,2,8,5-2-3,111.3
2026-09-20 14:05:18,20260920,2,8,5-2-4,167.6
2026-09-20 14:05:18,20260920,2,8,5-2-6,108.1
2026-09-20 14:05:18,20260920,2,8,5-3-1,179.4
2026-09-20 14:05:18,20260920,2,8,5-3-2,148.8
2026-09-20 14:05:18,20260920,2,8,5-3-4,307.3
2026-09-20 14:05:18,20260920,2,8,5-3-6,259.3
2026-09-20 14:05:18,20260920,2,8,5-4-1,364.7
2026-09-20 14:05:18,20260920,2,8,5-4-2,310.2
2026-09-20 14:05:18,20260920,2,8,5-4-3,518.6
2026-09-20 14:05:18,20260920,2,8,5-4-6,399.9
2026-09-20 14:05:18,20260920,2,8,5-6-1,319.1
2026-09-20 14:05:18,20260920,2,8,5-6-2,261.3
2026-09-20 14:05:18,20260920,2,8,5-6-3,414.9
2026-09-20 14:05:18,20260920,2,8,5-6-4,638.3
2026-09-20 14:05:18,20260920,2,8,6-1-2,85.1
2026-09-20 14:05:18,20260920,2,8,6-1-3,189.6
2026-09-20 14:05:18,20260920,2,8,6-1-4,582.3
2026-09-20 14:05:18,20260920,2,8,6-1-5,431.0
2026-09-20 14:05:18,20260920,2,8,6-2-1,92.7
2026-09-20 14:05:18,20260920,2,8,6-2-3,189.6
2026-09-20 14:05:18,20260920,2,8,6-2-4,502.9
2026-09-20 14:05:18,20260920,2,8,6-2-5,338.7
2026-09-20 14:05:18,20260920,2,8,6-3-1,237.0
2026-09-20 14:05:18,20260920,2,8,6-3-2,196.4
2026-09-20 14:05:18,20260920,2,8,6-3-4,461.0
2026-09-20 14:05:18,20260920,2,8,6-3-5,706.2
2026-09-20 14:05:18,20260920,2,8,6-4-1,922.0
2026-09-20 14:05:18,20260920,2,8,6-4-2,948.3
2026-09-20 14:05:18,20260920,2,8,6-4-3,851.1
2026-09-20 14:05:18,20260920,2,8,6-4-5,976.2
2026-09-20 14:05:18,20260920,2,8,6-5-1,502.9
2026-09-20 14:05:18,20260920,2,8,6-5-2,526.8
2026-09-20 14:05:18,20260920,2,8,6-5-3,754.3
2026-09-20 14:05:18,20260920,2,8,6-5-4,1070.0
2026-09-20 14:08:11,20260920,14,12,1-2-3,8.9
2026-09-20 14:08:11,20260920,14,12,1-2-4,11.5
2026-09-20 14:08:11,20260920,14,12,1-2-5,30.5
2026-09-20 14:08:11,20260920,14,12,1-2-6,55.8
2026-09-20 14:08:11,20260920,14,12,1-3-2,10.6
2026-09-20 14:08:11,20260920,14,12,1-3-4,10.2
2026-09-20 14:08:11,20260920,14,12,1-3-5,25.0
2026-09-20 14:08:11,20260920,14,12,1-3-6,51.1
2026-09-20 14:08:11,20260920,14,12,1-4-2,14.8
2026-09-20 14:08:11,20260920,14,12,1-4-3,17.0
2026-09-20 14:08:11,20260920,14,12,1-4-5,31.8
2026-09-20 14:08:11,20260920,14,12,1-4-6,48.4
2026-09-20 14:08:11,20260920,14,12,1-5-2,75.6
2026-09-20 14:08:11,20260920,14,12,1-5-3,69.0
2026-09-20 14:08:11,20260920,14,12,1-5-4,79.3
2026-09-20 14:08:11,20260920,14,12,1-5-6,124.4
2026-09-20 14:08:11,20260920,14,12,1-6-2,149.1
2026-09-20 14:08:11,20260920,14,12,1-6-3,162.3
2026-09-20 14:08:11,20260920,14,12,1-6-4,153.5
2026-09-20 14:08:11,20260920,14,12,1-6-5,186.7
2026-09-20 14:08:11,20260920,14,12,2-1-3,41.7
2026-09-20 14:08:11,20260920,14,12,2-1-4,41.6
2026-09-20 14:08:11,20260920,14,12,2-1-5,102.4
2026-09-20 14:08:11,20260920,14,12,2-1-6,150.1
2026-09-20 14:08:11,20260920,14,12,2-3-1,78.3
2026-09-20 14:08:11,20260920,14,12,2-3-4,104.0
2026-09-20 14:08:11,20260920,14,12,2-3-5,212.9
2026-09-20 14:08:11,20260920,14,12,2-3-6,339.0
2026-09-20 14:08:11,20260920,14,12,2-4-1,84.6
2026-09-20 14:08:11,20260920,14,12,2-4-3,131.8
2026-09-20 14:08:11,20260920,14,12,2-4-5,230.7
2026-09-20 14:08:11,20260920,14,12,2-4-6,273.5
2026-09-20 14:08:11,20260920,14,12,2-5-1,289.0
2026-09-20 14:08:11,20260920,14,12,2-5-3,428.3
2026-09-20 14:08:11,20260920,14,12,2-5-4,458.5
2026-09-20 14:08:11,20260920,14,12,2-5-6,488.2
2026-09-20 14:08:11,20260920,14,12,2-6-1,522.1
2026-09-20 14:08:11,20260920,14,12,2-6-3,684.5
2026-09-20 14:08:11,20260920,14,12,2-6-4,591.2
2026-09-20 14:08:11,20260920,14,12,2-6-5,718.9
2026-09-20 14:08:11,20260920,14,12,3-1-2,32.7
2026-09-20 14:08:11,20260920,14,12,3-1-4,25.5
2026-09-20 14:08:11,20260920,14,12,3-1-5,50.1
2026-09-20 14:08:11,20260920,14,12,3-1-6,108.2
2026-09-20 14:08:11,20260920,14,12,3-2-1,73.0
2026-09-20 14:08:11,20260920,14,12,3-2-4,76.3
2026-09-20 14:08:11,20260920,14,12,3-2-5,129.9
2026-09-20 14:08:11,20260920,14,12,3-2-6,185.8
2026-09-20 14:08:11,20260920,14,12,3-4-1,47.8
2026-09-20 14:08:11,20260920,14,12,3-4-2,70.2
2026-09-20 14:08:11,20260920,14,12,3-4-5,83.7
2026-09-20 14:08:11,20260920,14,12,3-4-6,116.7
2026-09-20 14:08:11,20260920,14,12,3-5-1,173.0
2026-09-20 14:08:11,20260920,14,12,3-5-2,204.0
2026-09-20 14:08:11,20260920,14,12,3-5-4,197.6
2026-09-20 14:08:11,20260920,14,12,3-5-6,249.6
2026-09-20 14:08:11,20260920,14,12,3-6-1,389.8
2026-09-20 14:08:11,20260920,14,12,3-6-2,345.5
2026-09-20 14:08:11,20260920,14,12,3-6-4,317.2
2026-09-20 14:08:11,20260920,14,12,3-6-5,373.5
2026-09-20 14:08:11,20260920,14,12,4-1-2,51.0
2026-09-20 14:08:11,20260920,14,12,4-1-3,42.9
2026-09-20 14:08:11,20260920,14,12,4-1-5,84.2
2026-09-20 14:08:11,20260920,14,12,4-1-6,131.0
2026-09-20 14:08:11,20260920,14,12,4-2-1,83.8
2026-09-20 14:08:11,20260920,14,12,4-2-3,134.3
2026-09-20 14:08:11,20260920,14,12,4-2-5,159.6
2026-09-20 14:08:11,20260920,14,12,4-2-6,197.8
2026-09-20 14:08:11,20260920,14,12,4-3-1,49.9
2026-09-20 14:08:11,20260920,14,12,4-3-2,117.9
2026-09-20 14:08:11,20260920,14,12,4-3-5,157.5
2026-09-20 14:08:11,20260920,14,12,4-3-6,202.9
2026-09-20 14:08:11,20260920,14,12,4-5-1,174.0
2026-09-20 14:08:11,20260920,14,12,4-5-2,239.2
2026-09-20 14:08:11,20260920,14,12,4-5-3,249.2
2026-09-20 14:08:11,20260920,14,12,4-5-6,263.9
2026-09-20 14:08:11,20260920,14,12,4-6-1,293.1
2026-09-20 14:08:11,20260920,14,12,4-6-2,390.9
2026-09-20 14:08:11,20260920,14,12,4-6-3,407.6
2026-09-20 14:08:11,20260920,14,12,4-6-5,428.3
2026-09-20 14:08:11,20260920,14,12,5-1-2,285.0
2026-09-20 14:08:11,20260920,14,12,5-1-3,228.1
2026-09-20 14:08:11,20260920,14,12,5-1-4,315.1
2026-09-20 14:08:11,20260920,14,12,5-1-6,407.6
2026-09-20 14:08:11,20260920,14,12,5-2-1,565.5
2026-09-20 14:08:11,20260920,14,12,5-2-3,572.2
2026-09-20 14:08:11,20260920,14,12,5-2-4,598.6
2026-09-20 14:08:11,20260920,14,12,5-2-6,539.8
2026-09-20 14:08:11,20260920,14,12,5-3-1,343.9
2026-09-20 14:08:11,20260920,14,12,5-3-2,558.8
2026-09-20 14:08:11,20260920,14,12,5-3-4,579.2
2026-09-20 14:08:11,20260920,14,12,5-3-6,668.5
2026-09-20 14:08:11,20260920,14,12,5-4-1,413.5
2026-09-20 14:08:11,20260920,14,12,5-4-2,583.9
2026-09-20 14:08:11,20260920,14,12,5-4-3,608.8
2026-09-20 14:08:11,20260920,14,12,5-4-6,659.3
2026-09-20 14:08:11,20260920,14,12,5-6-1,917.1
2026-09-20 14:08:11,20260920,14,12,5-6-2,929.0
2026-09-20 14:08:11,20260920,14,12,5-6-3,1075.0
2026-09-20 14:08:11,20260920,14,12,5-6-4,1117.0
2026-09-20 14:08:11,20260920,14,12,6-1-2,691.1
2026-09-20 14:08:11,20260920,14,12,6-1-3,777.5
2026-09-20 14:08:11,20260920,14,12,6-1-4,877.7
2026-09-20 14:08:11,20260920,14,12,6-1-5,1007.0
2026-09-20 14:08:11,20260920,14,12,6-2-1,1014.0
2026-09-20 14:08:11,20260920,14,12,6-2-3,1300.0
2026-09-20 14:08:11,20260920,14,12,6-2-4,1172.0
2026-09-20 14:08:11,20260920,14,12,6-2-5,1474.0
2026-09-20 14:08:11,20260920,14,12,6-3-1,1126.0
2026-09-20 14:08:11,20260920,14,12,6-3-2,1589.0
2026-09-20 14:08:11,20260920,14,12,6-3-4,1051.0
2026-09-20 14:08:11,20260920,14,12,6-3-5,1244.0
2026-09-20 14:08:11,20260920,14,12,6-4-1,993.5
2026-09-20 14:08:11,20260920,14,12,6-4-2,1163.0
2026-09-20 14:08:11,20260920,14,12,6-4-3,1277.0
2026-09-20 14:08:11,20260920,14,12,6-4-5,1625.0
2026-09-20 14:08:11,20260920,14,12,6-5-1,1324.0
2026-09-20 14:08:11,20260920,14,12,6-5-2,1555.0
2026-09-20 14:08:11,20260920,14,12,6-5-3,1402.0
2026-09-20 14:08:11,20260920,14,12,6-5-4,1644.0
2026-09-20 14:13:33,20260920,3,8,1-2-3,38.5
2026-09-20 14:13:33,20260920,3,8,1-2-4,28.2
2026-09-20 14:13:33,20260920,3,8,1-2-5,143.0
2026-09-20 14:13:33,20260920,3,8,1-2-6,25.4
2026-09-20 14:13:33,20260920,3,8,1-3-2,41.2
2026-09-20 14:13:33,20260920,3,8,1-3-4,72.5
2026-09-20 14:13:33,20260920,3,8,1-3-5,125.7
2026-09-20 14:13:33,20260920,3,8,1-3-6,56.2
2026-09-20 14:13:33,20260920,3,8,1-4-2,23.4
2026-09-20 14:13:33,20260920,3,8,1-4-3,66.6
2026-09-20 14:13:33,20260920,3,8,1-4-5,23.5
2026-09-20 14:13:33,20260920,3,8,1-4-6,18.2
2026-09-20 14:13:33,20260920,3,8,1-5-2,144.3
2026-09-20 14:13:33,20260920,3,8,1-5-3,175.1
2026-09-20 14:13:33,20260920,3,8,1-5-4,32.3
2026-09-20 14:13:33,20260920,3,8,1-5-6,98.6
2026-09-20 14:13:33,20260920,3,8,1-6-2,19.2
2026-09-20 14:13:33,20260920,3,8,1-6-3,35.1
2026-09-20 14:13:33,20260920,3,8,1-6-4,17.6
2026-09-20 14:13:33,20260920,3,8,1-6-5,53.2
2026-09-20 14:13:33,20260920,3,8,2-1-3,71.8
2026-09-20 14:13:33,20260920,3,8,2-1-4,124.7
2026-09-20 14:13:33,20260920,3,8,2-1-5,247.4
2026-09-20 14:13:33,20260920,3,8,2-1-6,81.1
2026-09-20 14:13:33,20260920,3,8,2-3-1,132.1
2026-09-20 14:13:33,20260920,3,8,2-3-4,318.1
2026-09-20 14:13:33,20260920,3,8,2-3-5,305.6
2026-09-20 14:13:33,20260920,3,8,2-3-6,210.6
2026-09-20 14:13:33,20260920,3,8,2-4-1,181.2
2026-09-20 14:13:33,20260920,3,8,2-4-3,318.1
2026-09-20 14:13:33,20260920,3,8,2-4-5,251.4
2026-09-20 14:13:33,20260920,3,8,2-4-6,167.6
2026-09-20 14:13:33,20260920,3,8,2-5-1,354.3
2026-09-20 14:13:33,20260920,3,8,2-5-3,502.8
2026-09-20 14:13:33,20260920,3,8,2-5-4,677.8
2026-09-20 14:13:33,20260920,3,8,2-5-6,255.5
2026-09-20 14:13:33,20260920,3,8,2-6-1,124.7
2026-09-20 14:13:33,20260920,3,8,2-6-3,294.1
2026-09-20 14:13:33,20260920,3,8,2-6-4,194.8
2026-09-20 14:13:33,20260920,3,8,2-6-5,243.5
2026-09-20 14:13:33,20260920,3,8,3-1-2,202.4
2026-09-20 14:13:33,20260920,3,8,3-1-4,38.6
2026-09-20 14:13:33,20260920,3,8,3-1-5,255.5
2026-09-20 14:13:33,20260920,3,8,3-1-6,96.8
2026-09-20 14:13:33,20260920,3,8,3-2-1,243.5
2026-09-20 14:13:33,20260920,3,8,3-2-4,294.1
2026-09-20 14:13:33,20260920,3,8,3-2-5,247.4
2026-09-20 14:13:33,20260920,3,8,3-2-6,194.8
2026-09-20 14:13:33,20260920,3,8,3-4-1,148.4
2026-09-20 14:13:33,20260920,3,8,3-4-2,311.7
2026-09-20 14:13:33,20260920,3,8,3-4-5,380.2
2026-09-20 14:13:33,20260920,3,8,3-4-6,140.4
2026-09-20 14:13:33,20260920,3,8,3-5-1,399.7
2026-09-20 14:13:33,20260920,3,8,3-5-2,229.2
2026-09-20 14:13:33,20260920,3,8,3-5-4,623.5
2026-09-20 14:13:33,20260920,3,8,3-5-6,305.6
2026-09-20 14:13:33,20260920,3,8,3-6-1,137.9
2026-09-20 14:13:33,20260920,3,8,3-6-2,222.7
2026-09-20 14:13:33,20260920,3,8,3-6-4,181.2
2026-09-20 14:13:33,20260920,3,8,3-6-5,273.5
2026-09-20 14:13:33,20260920,3,8,4-1-2,80.7
2026-09-20 14:13:33,20260920,3,8,4-1-3,160.7
2026-09-20 14:13:33,20260920,3,8,4-1-5,113.7
2026-09-20 14:13:33,20260920,3,8,4-1-6,21.4
2026-09-20 14:13:33,20260920,3,8,4-2-1,173.2
2026-09-20 14:13:33,20260920,3,8,4-2-3,433.0
2026-09-20 14:13:33,20260920,3,8,4-2-5,288.6
2026-09-20 14:13:33,20260920,3,8,4-2-6,112.1
2026-09-20 14:13:33,20260920,3,8,4-3-1,169.4
2026-09-20 14:13:33,20260920,3,8,4-3-2,421.3
2026-09-20 14:13:33,20260920,3,8,4-3-5,599.5
2026-09-20 14:13:33,20260920,3,8,4-3-6,131.0
2026-09-20 14:13:33,20260920,3,8,4-5-1,157.4
2026-09-20 14:13:33,20260920,3,8,4-5-2,288.6
2026-09-20 14:13:33,20260920,3,8,4-5-3,324.7
2026-09-20 14:13:33,20260920,3,8,4-5-6,84.7
2026-09-20 14:13:33,20260920,3,8,4-6-1,20.1
2026-09-20 14:13:33,20260920,3,8,4-6-2,74.2
2026-09-20 14:13:33,20260920,3,8,4-6-3,100.5
2026-09-20 14:13:33,20260920,3,8,4-6-5,77.9
2026-09-20 14:13:33,20260920,3,8,5-1-2,273.5
2026-09-20 14:13:33,20260920,3,8,5-1-3,458.5
2026-09-20 14:13:33,20260920,3,8,5-1-4,202.4
2026-09-20 14:13:33,20260920,3,8,5-1-6,197.3
2026-09-20 14:13:33,20260920,3,8,5-2-1,399.7
2026-09-20 14:13:33,20260920,3,8,5-2-3,346.4
2026-09-20 14:13:33,20260920,3,8,5-2-4,556.7
2026-09-20 14:13:33,20260920,3,8,5-2-6,283.4
2026-09-20 14:13:33,20260920,3,8,5-3-1,623.5
2026-09-20 14:13:33,20260920,3,8,5-3-2,445.4
2026-09-20 14:13:33,20260920,3,8,5-3-4,917.0
2026-09-20 14:13:33,20260920,3,8,5-3-6,283.4
2026-09-20 14:13:33,20260920,3,8,5-4-1,273.5
2026-09-20 14:13:33,20260920,3,8,5-4-2,599.5
2026-09-20 14:13:33,20260920,3,8,5-4-3,649.5
2026-09-20 14:13:33,20260920,3,8,5-4-6,247.4
2026-09-20 14:13:33,20260920,3,8,5-6-1,255.5
2026-09-20 14:13:33,20260920,3,8,5-6-2,380.2
2026-09-20 14:13:33,20260920,3,8,5-6-3,487.1
2026-09-20 14:13:33,20260920,3,8,5-6-4,216.5
2026-09-20 14:13:33,20260920,3,8,6-1-2,26.4
2026-09-20 14:13:33,20260920,3,8,6-1-3,46.9
2026-09-20 14:13:33,20260920,3,8,6-1-4,18.4
2026-09-20 14:13:33,20260920,3,8,6-1-5,59.7
2026-09-20 14:13:33,20260920,3,8,6-2-1,64.1
2026-09-20 14:13:33,20260920,3,8,6-2-3,118.1
2026-09-20 14:13:33,20260920,3,8,6-2-4,67.7
2026-09-20 14:13:33,20260920,3,8,6-2-5,162.3
2026-09-20 14:13:33,20260920,3,8,6-3-1,104.6
2026-09-20 14:13:33,20260920,3,8,6-3-2,194.8
2026-09-20 14:13:33,20260920,3,8,6-3-4,119.9
2026-09-20 14:13:33,20260920,3,8,6-3-5,399.7
2026-09-20 14:13:33,20260920,3,8,6-4-1,27.2
2026-09-20 14:13:33,20260920,3,8,6-4-2,73.8
2026-09-20 14:13:33,20260920,3,8,6-4-3,109.0
2026-09-20 14:13:33,20260920,3,8,6-4-5,73.1
2026-09-20 14:13:33,20260920,3,8,6-5-1,133.2
2026-09-20 14:13:33,20260920,3,8,6-5-2,213.5
2026-09-20 14:13:33,20260920,3,8,6-5-3,380.2
2026-09-20 14:13:33,20260920,3,8,6-5-4,148.4
2026-09-20 14:16:22,20260920,23,12,1-2-3,9.0
2026-09-20 14:16:22,20260920,23,12,1-2-4,8.3
2026-09-20 14:16:22,20260920,23,12,1-2-5,16.6
2026-09-20 14:16:22,20260920,23,12,1-2-6,30.9
2026-09-20 14:16:22,20260920,23,12,1-3-2,18.6
2026-09-20 14:16:22,20260920,23,12,1-3-4,24.8
2026-09-20 14:16:22,20260920,23,12,1-3-5,32.3
2026-09-20 14:16:22,20260920,23,12,1-3-6,56.3
