ts,date,jcd,rno,combo,odds
2026-09-21 08:22:33,20260921,10,1,2-6-5,979.3
2026-09-21 08:22:33,20260921,10,1,3-1-2,68.1
2026-09-21 08:22:33,20260921,10,1,3-1-4,28.0
2026-09-21 08:22:33,20260921,10,1,3-1-5,38.8
2026-09-21 08:22:33,20260921,10,1,3-1-6,244.8
2026-09-21 08:22:33,20260921,10,1,3-2-1,161.7
2026-09-21 08:22:33,20260921,10,1,3-2-4,165.5
2026-09-21 08:22:33,20260921,10,1,3-2-5,296.2
2026-09-21 08:22:33,20260921,10,1,3-2-6,952.9
2026-09-21 08:22:33,20260921,10,1,3-4-1,56.7
2026-09-21 08:22:33,20260921,10,1,3-4-2,157.4
2026-09-21 08:22:33,20260921,10,1,3-4-5,81.0
2026-09-21 08:22:33,20260921,10,1,3-4-6,375.0
2026-09-21 08:22:33,20260921,10,1,3-5-1,91.3
2026-09-21 08:22:33,20260921,10,1,3-5-2,214.9
2026-09-21 08:22:33,20260921,10,1,3-5-4,100.4
2026-09-21 08:22:33,20260921,10,1,3-5-6,618.5
2026-09-21 08:22:33,20260921,10,1,3-6-1,783.5
2026-09-21 08:22:33,20260921,10,1,3-6-2,1602.0
2026-09-21 08:22:33,20260921,10,1,3-6-4,607.9
2026-09-21 08:22:33,20260921,10,1,3-6-5,952.9
2026-09-21 08:22:33,20260921,10,1,4-1-2,70.9
2026-09-21 08:22:33,20260921,10,1,4-1-3,51.3
2026-09-21 08:22:33,20260921,10,1,4-1-5,43.9
2026-09-21 08:22:33,20260921,10,1,4-1-6,314.8
2026-09-21 08:22:33,20260921,10,1,4-2-1,176.2
2026-09-21 08:22:33,20260921,10,1,4-2-3,228.9
2026-09-21 08:22:33,20260921,10,1,4-2-5,267.1
2026-09-21 08:22:33,20260921,10,1,4-2-6,859.9
2026-09-21 08:22:33,20260921,10,1,4-3-1,76.1
2026-09-21 08:22:33,20260921,10,1,4-3-2,207.4
2026-09-21 08:22:33,20260921,10,1,4-3-5,153.9
2026-09-21 08:22:33,20260921,10,1,4-3-6,719.5
2026-09-21 08:22:33,20260921,10,1,4-5-1,61.4
2026-09-21 08:22:33,20260921,10,1,4-5-2,235.0
2026-09-21 08:22:33,20260921,10,1,4-5-3,160.9
2026-09-21 08:22:33,20260921,10,1,4-5-6,419.7
2026-09-21 08:22:33,20260921,10,1,4-6-1,1215.0
2026-09-21 08:22:33,20260921,10,1,4-6-2,1175.0
2026-09-21 08:22:33,20260921,10,1,4-6-3,1175.0
2026-09-21 08:22:33,20260921,10,1,4-6-5,979.3
2026-09-21 08:22:33,20260921,10,1,5-1-2,166.3
2026-09-21 08:22:33,20260921,10,1,5-1-3,108.1
2026-09-21 08:22:33,20260921,10,1,5-1-4,73.4
2026-09-21 08:22:33,20260921,10,1,5-1-6,383.2
2026-09-21 08:22:33,20260921,10,1,5-2-1,314.8
2026-09-21 08:22:33,20260921,10,1,5-2-3,289.0
2026-09-21 08:22:33,20260921,10,1,5-2-4,291.3
2026-09-21 08:22:33,20260921,10,1,5-2-6,705.1
2026-09-21 08:22:33,20260921,10,1,5-3-1,165.5
2026-09-21 08:22:33,20260921,10,1,5-3-2,342.3
2026-09-21 08:22:33,20260921,10,1,5-3-4,159.5
2026-09-21 08:22:33,20260921,10,1,5-3-6,1007.0
2026-09-21 08:22:33,20260921,10,1,5-4-1,109.4
2026-09-21 08:22:33,20260921,10,1,5-4-2,329.5
2026-09-21 08:22:33,20260921,10,1,5-4-3,170.3
2026-09-21 08:22:33,20260921,10,1,5-4-6,705.1
2026-09-21 08:22:33,20260921,10,1,5-6-1,801.3
2026-09-21 08:22:33,20260921,10,1,5-6-2,952.9
2026-09-21 08:22:33,20260921,10,1,5-6-3,1678.0
2026-09-21 08:22:33,20260921,10,1,5-6-4,881.4
2026-09-21 08:22:33,20260921,10,1,6-1-2,652.9
2026-09-21 08:22:33,20260921,10,1,6-1-3,1101.0
2026-09-21 08:22:33,20260921,10,1,6-1-4,1305.0
2026-09-21 08:22:33,20260921,10,1,6-1-5,1007.0
2026-09-21 08:22:33,20260921,10,1,6-2-1,1469.0
2026-09-21 08:22:33,20260921,10,1,6-2-3,1175.0
2026-09-21 08:22:33,20260921,10,1,6-2-4,2074.0
2026-09-21 08:22:33,20260921,10,1,6-2-5,1958.0
2026-09-21 08:22:33,20260921,10,1,6-3-1,1532.0
2026-09-21 08:22:33,20260921,10,1,6-3-2,2712.0
2026-09-21 08:22:33,20260921,10,1,6-3-4,1037.0
2026-09-21 08:22:33,20260921,10,1,6-3-5,1958.0
2026-09-21 08:22:33,20260921,10,1,6-4-1,2938.0
2026-09-21 08:22:33,20260921,10,1,6-4-2,3205.0
2026-09-21 08:22:33,20260921,10,1,6-4-3,2350.0
2026-09-21 08:22:33,20260921,10,1,6-4-5,1762.0
2026-09-21 08:22:33,20260921,10,1,6-5-1,1602.0
2026-09-21 08:22:33,20260921,10,1,6-5-2,1678.0
2026-09-21 08:22:33,20260921,10,1,6-5-3,2350.0
2026-09-21 08:22:33,20260921,10,1,6-5-4,1305.0
2026-09-21 08:32:57,20260921,18,1,1-2-3,6.2
2026-09-21 08:32:57,20260921,18,1,1-2-4,10.0
2026-09-21 08:32:57,20260921,18,1,1-2-5,17.8
2026-09-21 08:32:57,20260921,18,1,1-2-6,53.5
2026-09-21 08:32:57,20260921,18,1,1-3-2,12.0
2026-09-21 08:32:57,20260921,18,1,1-3-4,9.8
2026-09-21 08:32:57,20260921,18,1,1-3-5,11.0
2026-09-21 08:32:57,20260921,18,1,1-3-6,57.5
2026-09-21 08:32:57,20260921,18,1,1-4-2,21.0
2026-09-21 08:32:57,20260921,18,1,1-4-3,16.0
2026-09-21 08:32:57,20260921,18,1,1-4-5,19.7
2026-09-21 08:32:57,20260921,18,1,1-4-6,55.0
2026-09-21 08:32:57,20260921,18,1,1-5-2,32.2
2026-09-21 08:32:57,20260921,18,1,1-5-3,27.6
2026-09-21 08:32:57,20260921,18,1,1-5-4,34.1
2026-09-21 08:32:57,20260921,18,1,1-5-6,78.6
2026-09-21 08:32:57,20260921,18,1,1-6-2,88.2
2026-09-21 08:32:57,20260921,18,1,1-6-3,106.1
2026-09-21 08:32:57,20260921,18,1,1-6-4,113.8
2026-09-21 08:32:57,20260921,18,1,1-6-5,117.5
2026-09-21 08:32:57,20260921,18,1,2-1-3,65.6
2026-09-21 08:32:57,20260921,18,1,2-1-4,85.3
2026-09-21 08:32:57,20260921,18,1,2-1-5,106.4
2026-09-21 08:32:57,20260921,18,1,2-1-6,206.2
2026-09-21 08:32:57,20260921,18,1,2-3-1,143.2
2026-09-21 08:32:57,20260921,18,1,2-3-4,337.3
2026-09-21 08:32:57,20260921,18,1,2-3-5,372.1
2026-09-21 08:32:57,20260921,18,1,2-3-6,820.3
2026-09-21 08:32:57,20260921,18,1,2-4-1,166.3
2026-09-21 08:32:57,20260921,18,1,2-4-3,376.0
2026-09-21 08:32:57,20260921,18,1,2-4-5,360.9
2026-09-21 08:32:57,20260921,18,1,2-4-6,564.0
2026-09-21 08:32:57,20260921,18,1,2-5-1,199.4
2026-09-21 08:32:57,20260921,18,1,2-5-3,501.3
2026-09-21 08:32:57,20260921,18,1,2-5-4,481.2
2026-09-21 08:32:57,20260921,18,1,2-5-6,633.2
2026-09-21 08:32:57,20260921,18,1,2-6-1,508.3
2026-09-21 08:32:57,20260921,18,1,2-6-3,839.4
2026-09-21 08:32:57,20260921,18,1,2-6-4,925.5
2026-09-21 08:32:57,20260921,18,1,2-6-5,975.5
2026-09-21 08:32:57,20260921,18,1,3-1-2,77.6
2026-09-21 08:32:57,20260921,18,1,3-1-4,50.5
2026-09-21 08:32:57,20260921,18,1,3-1-5,52.6
2026-09-21 08:32:57,20260921,18,1,3-1-6,194.0
2026-09-21 08:32:57,20260921,18,1,3-2-1,167.8
2026-09-21 08:32:57,20260921,18,1,3-2-4,308.5
2026-09-21 08:32:57,20260921,18,1,3-2-5,405.5
2026-09-21 08:32:57,20260921,18,1,3-2-6,839.4
2026-09-21 08:32:57,20260921,18,1,3-4-1,109.3
2026-09-21 08:32:57,20260921,18,1,3-4-2,279.8
2026-09-21 08:32:57,20260921,18,1,3-4-5,207.4
2026-09-21 08:32:57,20260921,18,1,3-4-6,343.7
2026-09-21 08:32:57,20260921,18,1,3-5-1,138.8
2026-09-21 08:32:57,20260921,18,1,3-5-2,340.5
2026-09-21 08:32:57,20260921,18,1,3-5-4,242.2
2026-09-21 08:32:57,20260921,18,1,3-5-6,572.9
2026-09-21 08:32:57,20260921,18,1,3-6-1,487.7
2026-09-21 08:32:57,20260921,18,1,3-6-2,1128.0
2026-09-21 08:32:57,20260921,18,1,3-6-4,839.4
2026-09-21 08:32:57,20260921,18,1,3-6-5,880.3
2026-09-21 08:32:57,20260921,18,1,4-1-2,100.2
2026-09-21 08:32:57,20260921,18,1,4-1-3,84.9
2026-09-21 08:32:57,20260921,18,1,4-1-5,63.4
2026-09-21 08:32:57,20260921,18,1,4-1-6,197.2
2026-09-21 08:32:57,20260921,18,1,4-2-1,189.9
2026-09-21 08:32:57,20260921,18,1,4-2-3,451.2
2026-09-21 08:32:57,20260921,18,1,4-2-5,308.5
2026-09-21 08:32:57,20260921,18,1,4-2-6,564.0
2026-09-21 08:32:57,20260921,18,1,4-3-1,169.4
2026-09-21 08:32:57,20260921,18,1,4-3-2,644.5
2026-09-21 08:32:57,20260921,18,1,4-3-5,295.8
2026-09-21 08:32:57,20260921,18,1,4-3-6,555.3
2026-09-21 08:32:57,20260921,18,1,4-5-1,104.0
2026-09-21 08:32:57,20260921,18,1,4-5-2,282.0
2026-09-21 08:32:57,20260921,18,1,4-5-3,267.3
2026-09-21 08:32:57,20260921,18,1,4-5-6,305.8
2026-09-21 08:32:57,20260921,18,1,4-6-1,445.6
2026-09-21 08:32:57,20260921,18,1,4-6-2,859.4
2026-09-21 08:32:57,20260921,18,1,4-6-3,1093.0
2026-09-21 08:32:57,20260921,18,1,4-6-5,752.0
2026-09-21 08:32:57,20260921,18,1,5-1-2,141.5
2026-09-21 08:32:57,20260921,18,1,5-1-3,123.6
2026-09-21 08:32:57,20260921,18,1,5-1-4,105.5
2026-09-21 08:32:57,20260921,18,1,5-1-6,245.5
2026-09-21 08:32:57,20260921,18,1,5-2-1,293.4
2026-09-21 08:32:57,20260921,18,1,5-2-3,523.1
2026-09-21 08:32:57,20260921,18,1,5-2-4,434.8
2026-09-21 08:32:57,20260921,18,1,5-2-6,515.6
2026-09-21 08:32:57,20260921,18,1,5-3-1,222.8
2026-09-21 08:32:57,20260921,18,1,5-3-2,681.0
2026-09-21 08:32:57,20260921,18,1,5-3-4,462.7
2026-09-21 08:32:57,20260921,18,1,5-3-6,880.3
2026-09-21 08:32:57,20260921,18,1,5-4-1,141.0
2026-09-21 08:32:57,20260921,18,1,5-4-2,538.7
2026-09-21 08:32:57,20260921,18,1,5-4-3,445.6
2026-09-21 08:32:57,20260921,18,1,5-4-6,555.3
2026-09-21 08:32:57,20260921,18,1,5-6-1,530.8
2026-09-21 08:32:57,20260921,18,1,5-6-2,694.1
2026-09-21 08:32:57,20260921,18,1,5-6-3,721.9
2026-09-21 08:32:57,20260921,18,1,5-6-4,752.0
2026-09-21 08:32:57,20260921,18,1,6-1-2,410.1
2026-09-21 08:32:57,20260921,18,1,6-1-3,572.9
2026-09-21 08:32:57,20260921,18,1,6-1-4,462.7
2026-09-21 08:32:57,20260921,18,1,6-1-5,591.7
2026-09-21 08:32:57,20260921,18,1,6-2-1,694.1
2026-09-21 08:32:57,20260921,18,1,6-2-3,949.8
2026-09-21 08:32:57,20260921,18,1,6-2-4,721.9
2026-09-21 08:32:57,20260921,18,1,6-2-5,949.8
2026-09-21 08:32:57,20260921,18,1,6-3-1,839.4
2026-09-21 08:32:57,20260921,18,1,6-3-2,925.5
2026-09-21 08:32:57,20260921,18,1,6-3-4,802.1
2026-09-21 08:32:57,20260921,18,1,6-3-5,1203.0
2026-09-21 08:32:57,20260921,18,1,6-4-1,564.0
2026-09-21 08:32:57,20260921,18,1,6-4-2,1164.0
2026-09-21 08:32:57,20260921,18,1,6-4-3,1031.0
2026-09-21 08:32:57,20260921,18,1,6-4-5,1031.0
2026-09-21 08:32:57,20260921,18,1,6-5-1,707.7
2026-09-21 08:32:57,20260921,18,1,6-5-2,975.5
2026-09-21 08:32:57,20260921,18,1,6-5-3,1244.0
2026-09-21 08:32:57,20260921,18,1,6-5-4,949.8
2026-09-21 08:48:22,20260921,10,2,1-2-3,10.3
2026-09-21 08:48:22,20260921,10,2,1-2-4,7.4
2026-09-21 08:48:22,20260921,10,2,1-2-5,13.0
2026-09-21 08:48:22,20260921,10,2,1-2-6,64.8
2026-09-21 08:48:22,20260921,10,2,1-3-2,26.8
2026-09-21 08:48:22,20260921,10,2,1-3-4,40.5
2026-09-21 08:48:22,20260921,10,2,1-3-5,52.4
2026-09-21 08:48:22,20260921,10,2,1-3-6,265.2
2026-09-21 08:48:22,20260921,10,2,1-4-2,23.0
2026-09-21 08:48:22,20260921,10,2,1-4-3,47.7
2026-09-21 08:48:22,20260921,10,2,1-4-5,54.1
2026-09-21 08:48:22,20260921,10,2,1-4-6,277.5
2026-09-21 08:48:22,20260921,10,2,1-5-2,47.4
2026-09-21 08:48:22,20260921,10,2,1-5-3,76.5
2026-09-21 08:48:22,20260921,10,2,1-5-4,107.5
2026-09-21 08:48:22,20260921,10,2,1-5-6,287.6
2026-09-21 08:48:22,20260921,10,2,1-6-2,229.5
2026-09-21 08:48:22,20260921,10,2,1-6-3,442.0
2026-09-21 08:48:22,20260921,10,2,1-6-4,361.6
2026-09-21 08:48:22,20260921,10,2,1-6-5,507.9
2026-09-21 08:48:22,20260921,10,2,2-1-3,13.1
2026-09-21 08:48:22,20260921,10,2,2-1-4,9.2
2026-09-21 08:48:22,20260921,10,2,2-1-5,15.7
2026-09-21 08:48:22,20260921,10,2,2-1-6,84.0
2026-09-21 08:48:22,20260921,10,2,2-3-1,46.1
2026-09-21 08:48:22,20260921,10,2,2-3-4,68.7
2026-09-21 08:48:22,20260921,10,2,2-3-5,101.1
2026-09-21 08:48:22,20260921,10,2,2-3-6,331.5
2026-09-21 08:48:22,20260921,10,2,2-4-1,27.5
2026-09-21 08:48:22,20260921,10,2,2-4-3,48.9
2026-09-21 08:48:22,20260921,10,2,2-4-5,63.3
2026-09-21 08:48:22,20260921,10,2,2-4-6,215.0
2026-09-21 08:48:22,20260921,10,2,2-5-1,58.5
2026-09-21 08:48:22,20260921,10,2,2-5-3,142.0
2026-09-21 08:48:22,20260921,10,2,2-5-4,104.2
2026-09-21 08:48:22,20260921,10,2,2-5-6,345.9
2026-09-21 08:48:22,20260921,10,2,2-6-1,298.3
2026-09-21 08:48:22,20260921,10,2,2-6-3,628.2
2026-09-21 08:48:22,20260921,10,2,2-6-4,378.9
2026-09-21 08:48:22,20260921,10,2,2-6-5,682.0
2026-09-21 08:48:22,20260921,10,2,3-1-2,83.1
2026-09-21 08:48:22,20260921,10,2,3-1-4,87.4
2026-09-21 08:48:22,20260921,10,2,3-1-5,90.0
2026-09-21 08:48:22,20260921,10,2,3-1-6,351.0
2026-09-21 08:48:22,20260921,10,2,3-2-1,107.5
2026-09-21 08:48:22,20260921,10,2,3-2-4,109.0
2026-09-21 08:48:22,20260921,10,2,3-2-5,157.0
2026-09-21 08:48:22,20260921,10,2,3-2-6,361.6
2026-09-21 08:48:22,20260921,10,2,3-4-1,169.3
2026-09-21 08:48:22,20260921,10,2,3-4-2,161.2
2026-09-21 08:48:22,20260921,10,2,3-4-5,256.6
2026-09-21 08:48:22,20260921,10,2,3-4-6,1037.0
2026-09-21 08:48:22,20260921,10,2,3-5-1,190.9
2026-09-21 08:48:22,20260921,10,2,3-5-2,207.5
2026-09-21 08:48:22,20260921,10,2,3-5-4,322.5
2026-09-21 08:48:22,20260921,10,2,3-5-6,770.0
2026-09-21 08:48:22,20260921,10,2,3-6-1,954.8
2026-09-21 08:48:22,20260921,10,2,3-6-2,507.9
2026-09-21 08:48:22,20260921,10,2,3-6-4,1136.0
2026-09-21 08:48:22,20260921,10,2,3-6-5,1256.0
2026-09-21 08:48:22,20260921,10,2,4-1-2,43.2
2026-09-21 08:48:22,20260921,10,2,4-1-3,115.3
2026-09-21 08:48:22,20260921,10,2,4-1-5,78.0
2026-09-21 08:48:22,20260921,10,2,4-1-6,351.0
2026-09-21 08:48:22,20260921,10,2,4-2-1,50.1
2026-09-21 08:48:22,20260921,10,2,4-2-3,126.9
2026-09-21 08:48:22,20260921,10,2,4-2-5,80.9
2026-09-21 08:48:22,20260921,10,2,4-2-6,310.0
2026-09-21 08:48:22,20260921,10,2,4-3-1,152.0
2026-09-21 08:48:22,20260921,10,2,4-3-2,195.6
2026-09-21 08:48:22,20260921,10,2,4-3-5,223.1
2026-09-21 08:48:22,20260921,10,2,4-3-6,823.1
2026-09-21 08:48:22,20260921,10,2,4-5-1,97.8
2026-09-21 08:48:22,20260921,10,2,4-5-2,94.7
2026-09-21 08:48:22,20260921,10,2,4-5-3,243.5
2026-09-21 08:48:22,20260921,10,2,4-5-6,271.2
2026-09-21 08:48:22,20260921,10,2,4-6-1,397.8
2026-09-21 08:48:22,20260921,10,2,4-6-2,356.2
2026-09-21 08:48:22,20260921,10,2,4-6-3,1256.0
2026-09-21 08:48:22,20260921,10,2,4-6-5,487.1
2026-09-21 08:48:22,20260921,10,2,5-1-2,107.0
2026-09-21 08:48:22,20260921,10,2,5-1-3,152.0
2026-09-21 08:48:22,20260921,10,2,5-1-4,164.6
2026-09-21 08:48:22,20260921,10,2,5-1-6,391.3
2026-09-21 08:48:22,20260921,10,2,5-2-1,135.6
2026-09-21 08:48:22,20260921,10,2,5-2-3,151.0
2026-09-21 08:48:22,20260921,10,2,5-2-4,161.2
2026-09-21 08:48:22,20260921,10,2,5-2-6,361.6
2026-09-21 08:48:22,20260921,10,2,5-3-1,231.7
2026-09-21 08:48:22,20260921,10,2,5-3-2,268.2
2026-09-21 08:48:22,20260921,10,2,5-3-4,318.2
2026-09-21 08:48:22,20260921,10,2,5-3-6,795.7
2026-09-21 08:48:22,20260921,10,2,5-4-1,194.0
2026-09-21 08:48:22,20260921,10,2,5-4-2,189.4
2026-09-21 08:48:22,20260921,10,2,5-4-3,310.0
2026-09-21 08:48:22,20260921,10,2,5-4-6,555.1
2026-09-21 08:48:22,20260921,10,2,5-6-1,918.1
2026-09-21 08:48:22,20260921,10,2,5-6-2,530.4
2026-09-21 08:48:22,20260921,10,2,5-6-3,596.7
2026-09-21 08:48:22,20260921,10,2,5-6-4,518.9
2026-09-21 08:48:22,20260921,10,2,6-1-2,404.6
2026-09-21 08:48:22,20260921,10,2,6-1-3,994.6
2026-09-21 08:48:22,20260921,10,2,6-1-4,954.8
2026-09-21 08:48:22,20260921,10,2,6-1-5,852.5
2026-09-21 08:48:22,20260921,10,2,6-2-1,702.1
2026-09-21 08:48:22,20260921,10,2,6-2-3,582.2
2026-09-21 08:48:22,20260921,10,2,6-2-4,994.6
2026-09-21 08:48:22,20260921,10,2,6-2-5,1404.0
2026-09-21 08:48:22,20260921,10,2,6-3-1,1404.0
2026-09-21 08:48:22,20260921,10,2,6-3-2,795.7
2026-09-21 08:48:22,20260921,10,2,6-3-4,918.1
2026-09-21 08:48:22,20260921,10,2,6-3-5,954.8
2026-09-21 08:48:22,20260921,10,2,6-4-1,1037.0
2026-09-21 08:48:22,20260921,10,2,6-4-2,1037.0
2026-09-21 08:48:22,20260921,10,2,6-4-3,1085.0
2026-09-21 08:48:22,20260921,10,2,6-4-5,1404.0
2026-09-21 08:48:22,20260921,10,2,6-5-1,1705.0
2026-09-21 08:48:22,20260921,10,2,6-5-2,1256.0
2026-09-21 08:48:22,20260921,10,2,6-5-3,954.8
2026-09-21 08:48:22,20260921,10,2,6-5-4,918.1
2026-09-21 09:01:17,20260921,18,2,1-2-3,5.9
2026-09-21 09:01:17,20260921,18,2,1-2-4,23.5
2026-09-21 09:01:17,20260921,18,2,1-2-5,10.9
2026-09-21 09:01:17,20260921,18,2,1-2-6,91.4
2026-09-21 09:01:17,20260921,18,2,1-3-2,7.3
2026-09-21 09:01:17,20260921,18,2,1-3-4,19.4
2026-09-21 09:01:17,20260921,18,2,1-3-5,7.8
2026-09-21 09:01:17,20260921,18,2,1-3-6,70.7
2026-09-21 09:01:17,20260921,18,2,1-4-2,36.7
2026-09-21 09:01:17,20260921,18,2,1-4-3,40.7
2026-09-21 09:01:17,20260921,18,2,1-4-5,46.9
2026-09-21 09:01:17,20260921,18,2,1-4-6,153.5
2026-09-21 09:01:17,20260921,18,2,1-5-2,15.5
2026-09-21 09:01:17,20260921,18,2,1-5-3,14.6
2026-09-21 09:01:17,20260921,18,2,1-5-4,51.3
2026-09-21 09:01:17,20260921,18,2,1-5-6,94.7
2026-09-21 09:01:17,20260921,18,2,1-6-2,169.1
2026-09-21 09:01:17,20260921,18,2,1-6-3,201.7
2026-09-21 09:01:17,20260921,18,2,1-6-4,252.2
2026-09-21 09:01:17,20260921,18,2,1-6-5,235.4
2026-09-21 09:01:17,20260921,18,2,2-1-3,41.9
2026-09-21 09:01:17,20260921,18,2,2-1-4,92.3
2026-09-21 09:01:17,20260921,18,2,2-1-5,57.7
2026-09-21 09:01:17,20260921,18,2,2-1-6,317.3
2026-09-21 09:01:17,20260921,18,2,2-3-1,71.1
2026-09-21 09:01:17,20260921,18,2,2-3-4,207.7
2026-09-21 09:01:17,20260921,18,2,2-3-5,99.4
2026-09-21 09:01:17,20260921,18,2,2-3-6,487.0
2026-09-21 09:01:17,20260921,18,2,2-4-1,218.9
2026-09-21 09:01:17,20260921,18,2,2-4-3,381.7
2026-09-21 09:01:17,20260921,18,2,2-4-5,409.3
2026-09-21 09:01:17,20260921,18,2,2-4-6,564.9
2026-09-21 09:01:17,20260921,18,2,2-5-1,116.7
2026-09-21 09:01:17,20260921,18,2,2-5-3,164.2
2026-09-21 09:01:17,20260921,18,2,2-5-4,332.3
2026-09-21 09:01:17,20260921,18,2,2-5-6,455.6
2026-09-21 09:01:17,20260921,18,2,2-6-1,656.9
2026-09-21 09:01:17,20260921,18,2,2-6-3,1284.0
2026-09-21 09:01:17,20260921,18,2,2-6-4,1177.0
2026-09-21 09:01:17,20260921,18,2,2-6-5,1284.0
2026-09-21 09:01:17,20260921,18,2,3-1-2,49.0
2026-09-21 09:01:17,20260921,18,2,3-1-4,61.4
2026-09-21 09:01:17,20260921,18,2,3-1-5,35.8
2026-09-21 09:01:17,20260921,18,2,3-1-6,215.6
2026-09-21 09:01:17,20260921,18,2,3-2-1,89.9
2026-09-21 09:01:17,20260921,18,2,3-2-4,192.1
2026-09-21 09:01:17,20260921,18,2,3-2-5,109.0
2026-09-21 09:01:17,20260921,18,2,3-2-6,807.0
2026-09-21 09:01:17,20260921,18,2,3-4-1,142.6
2026-09-21 09:01:17,20260921,18,2,3-4-2,233.4
2026-09-21 09:01:17,20260921,18,2,3-4-5,177.6
2026-09-21 09:01:17,20260921,18,2,3-4-6,627.7
2026-09-21 09:01:17,20260921,18,2,3-5-1,76.5
2026-09-21 09:01:17,20260921,18,2,3-5-2,134.5
2026-09-21 09:01:17,20260921,18,2,3-5-4,172.2
2026-09-21 09:01:17,20260921,18,2,3-5-6,564.9
2026-09-21 09:01:17,20260921,18,2,3-6-1,576.4
2026-09-21 09:01:17,20260921,18,2,3-6-2,1284.0
2026-09-21 09:01:17,20260921,18,2,3-6-4,974.0
2026-09-21 09:01:17,20260921,18,2,3-6-5,941.6
2026-09-21 09:01:17,20260921,18,2,4-1-2,182.2
2026-09-21 09:01:17,20260921,18,2,4-1-3,162.3
2026-09-21 09:01:17,20260921,18,2,4-1-5,165.1
2026-09-21 09:01:17,20260921,18,2,4-1-6,421.6
2026-09-21 09:01:17,20260921,18,2,4-2-1,357.5
2026-09-21 09:01:17,20260921,18,2,4-2-3,470.8
2026-09-21 09:01:17,20260921,18,2,4-2-5,392.3
2026-09-21 09:01:17,20260921,18,2,4-2-6,532.9
2026-09-21 09:01:17,20260921,18,2,4-3-1,247.7
2026-09-21 09:01:17,20260921,18,2,4-3-2,911.2
2026-09-21 09:01:17,20260921,18,2,4-3-5,371.6
2026-09-21 09:01:17,20260921,18,2,4-3-6,576.4
2026-09-21 09:01:17,20260921,18,2,4-5-1,247.7
2026-09-21 09:01:17,20260921,18,2,4-5-2,455.6
2026-09-21 09:01:17,20260921,18,2,4-5-3,415.4
2026-09-21 09:01:17,20260921,18,2,4-5-6,441.3
2026-09-21 09:01:17,20260921,18,2,4-6-1,856.0
2026-09-21 09:01:17,20260921,18,2,4-6-2,656.9
2026-09-21 09:01:17,20260921,18,2,4-6-3,763.4
2026-09-21 09:01:17,20260921,18,2,4-6-5,882.7
2026-09-21 09:01:17,20260921,18,2,5-1-2,68.3
2026-09-21 09:01:17,20260921,18,2,5-1-3,63.4
2026-09-21 09:01:17,20260921,18,2,5-1-4,193.4
2026-09-21 09:01:17,20260921,18,2,5-1-6,229.6
2026-09-21 09:01:17,20260921,18,2,5-2-1,152.6
2026-09-21 09:01:17,20260921,18,2,5-2-3,197.5
2026-09-21 09:01:17,20260921,18,2,5-2-4,470.8
2026-09-21 09:01:17,20260921,18,2,5-2-6,656.9
